"country","continent","year","homicides","pop_size","infant_mortality","GDP","maternal_death_risk","urban_pop_percent","access_sanitation_percent","GDP_per_capita"
"United Kingdom","Europe",2013,0.9,63955654,3.9,2600071342604.96,0.0175654215190124,82.092,99.2,40654.2843359081
"United Kingdom","Europe",2014,0.9,64331348,3.7,2676520024393.93,0.0174444551171539,82.345,99.2,41605.2221444813
"United States","Americas",1995,8.11268340776424,266275528,8,9359506268490.62,0.0233685931865686,77.257,99.6,35149.7050397009
"United States","Americas",1996,7.29230303409696,269483224,7.7,9714780349748.21,0.0223386107283082,77.636,99.7,36049.6664896224
"United States","Americas",1997,6.67832194250555,272882865,7.5,10150681465396.1,0.0215380928760336,78.008,99.7,37197.9437602141
"United States","Americas",1998,6.15031036783624,276354096,7.3,10602376832960.5,0.0214174953969488,78.377,99.7,38365.1879469899
"United States","Americas",1999,5.55746449436471,279730801,7.2,11099118474045.7,0.0223525001358598,78.742,99.7,39677.8561186964
"United States","Americas",2000,5.5,282895741,7.1,11553315901319.6,0.0229915401338064,79.057,99.7,40839.4833392688
"United States","Americas",2001,6.7,285796198,7,11666074165730,0.024125545805624,79.234,99.8,40819.556898829
"United States","Americas",2002,5.6,288470847,6.9,11874444226541.1,0.0248102152202494,79.409,99.8,41163.4116585136
"United States","Americas",2003,5.7,291005482,6.8,12207733297850.8,0.0256827343360454,79.583,99.8,41950.1832541107
"United States","Americas",2004,5.5,293530886,6.9,12669887642951.1,0.0257357777214087,79.757,99.8,43163.7290903387
"United States","Americas",2005,5.7,296139635,6.8,1.309372e+13,0.0262013373736203,79.928,99.8,44214.6827120929
"United States","Americas",2006,5.8,298860519,6.7,13442886111966.6,0.0266460164627104,80.099,99.9,44980.4683366912
"United States","Americas",2007,5.7,301655953,6.6,13681970795462.2,0.0269123573421546,80.269,99.9,45356.2101440186
"United States","Americas",2008,5.4,304473143,6.5,13642075821343.5,0.0273751401652242,80.438,99.9,44805.5144927627
"United States","Americas",2009,5,307231961,6.4,13263436917798.2,0.0283037907992402,80.606,99.9,43170.7589100673
"United States","Americas",2010,4.8,309876170,6.3,13599255645064.3,0.0274820388767194,80.772,99.9,43886.0969692
"United States","Americas",2011,4.7,312390368,6.1,13817045224781.9,0.0273531977293256,80.94,100,44230.0616156702
"United States","Americas",2012,4.7,314799465,6.1,14124335504034.8,0.0269979172134554,81.108,100,44867.7239779769
"United States","Americas",2013,4.5,317135919,5.9,14334721010736.9,0.0266245082147899,81.277,100,45200.55960844
"United States","Americas",2014,4.4,319448634,5.7,14682739118836.8,0.0263129283690434,81.447,100,45962.7544340565
"United States","Americas",2015,4.9,NA,5.6,NA,0.0261155611660945,NA,100,NA
"Uruguay","Americas",2000,6.4,3321242,14.6,17205109769.3496,0.0720289742127783,92.028,93.5,5180.32403822112
"Uruguay","Americas",2001,6.6,3327105,14.1,16543715735.377,0.0689847853146457,92.303,93.7,4972.40566058991
"Uruguay","Americas",2002,6.9,3327770,13.7,15264557613.589,0.0706455895425952,92.569,93.9,4587.02302550627
"Uruguay","Americas",2003,5.9,3325637,13.3,15387481310.2057,0.0636934861814582,92.828,94.1,4626.92750598027
"Uruguay","Americas",2004,5.8,3324096,12.8,16157500837.4662,0.0618248704313427,93.078,94.3,4860.72027927779
"Uruguay","Americas",2005,5.7,3325608,12.4,17362839378.069,0.0579620910957801,93.319,94.5,5220.9518915245
"Uruguay","Americas",2006,6.1,3331041,12,18074481383.7393,0.0538849722427226,93.553,94.7,5426.07592753716
"Uruguay","Americas",2007,5.8,3339750,11.5,19256820242.9878,0.0498629900242515,93.779,94.9,5765.94662564198
"Uruguay","Americas",2008,6.6,3350832,11.2,20638721168.6943,0.0439080244581146,93.998,95.1,6159.28258077227
"Uruguay","Americas",2009,6.7,3362761,11,21514547400.5866,0.0417730425655775,94.209,95.3,6397.88180027858
"Uruguay","Americas",2010,6.1,3374414,10.6,23193401583.4239,0.0391652654243209,94.414,95.5,6873.31239836721
"Uruguay","Americas",2011,5.9,3385610,10.3,24390692278.1532,0.0360443209856717,94.612,95.7,7204.22384094837
"Uruguay","Americas",2012,7.9,3396753,10,25201196146.8385,0.0334603289387462,94.803,95.9,7419.20185154425
"Uruguay","Americas",2013,7.6,3407969,9.5,26486563774.072,0.0322271739244473,94.983,96.1,7771.94973723998
"Uruguay","Americas",2014,7.8,3419516,9.1,27413169053.7858,0.0311884875981128,95.152,96.3,8016.68103140497
"Uruguay","Americas",2015,8.4,NA,8.7,NA,0.0302409612742895,NA,96.4,NA
"Vietnam","Asia",2001,1.2,81123685,25.3,43355505935.5991,0.163569303596546,24.937,54.6,534.437087462177
"Vietnam","Asia",2002,1.3,81917488,24.6,46424997660.725,0.150968377830617,25.511,56.3,566.728775432237
"Vietnam","Asia",2003,1.3,82683039,23.9,49833147313.7328,0.141143482372702,26.092,58,602.700964023986
"Vietnam","Asia",2004,1.3,83439812,23.2,53588777916.0892,0.132504886625242,26.683,59.7,642.244710667483
"Vietnam","Asia",2005,1.3,84203817,22.6,57633255739.4105,0.125165283684324,27.281,61.4,684.449444131618
"Vietnam","Asia",2006,1.2,84979667,22,61654878281.495,0.120789131167506,27.888,63,725.525063324795
"Vietnam","Asia",2007,1.4,85770717,21.4,66050565593.1563,0.120173548923735,28.504,64.7,770.082936267821
"Vietnam","Asia",2008,1.3,86589342,20.8,69790197498.6468,0.119608957833113,29.128,66.4,805.990620631426
"Vietnam","Asia",2009,1.4,87449021,20.3,73557400854.5183,0.120071535243296,29.758,68.1,841.146075889383
"Vietnam","Asia",2010,1.5,88357775,19.8,78282167937.7663,0.122849248151756,30.392,69.7,885.968076241919
"Vietnam","Asia",2011,1.5,89321903,19.3,83167226726.7556,0.117780545454443,31.029,71.4,931.095553648869
